"measurement" "activity" "subjectid" "averages"
"fBodyAccJerkX" "STANDING" 22 -0.974969214761905
"fBodyAccJerkX" "STANDING" 23 -0.983283252058823
"fBodyAccJerkX" "STANDING" 24 -0.98116164057971
"fBodyAccJerkX" "STANDING" 25 -0.988404654864865
"fBodyAccJerkX" "STANDING" 26 -0.990586982162162
"fBodyAccJerkX" "STANDING" 27 -0.987771749375
"fBodyAccJerkX" "STANDING" 28 -0.968513715189873
"fBodyAccJerkX" "STANDING" 29 -0.993736906
"fBodyAccJerkX" "STANDING" 30 -0.967857589322034
"fBodyAccJerkX" "LAYING" 1 -0.9570738838
"fBodyAccJerkX" "LAYING" 2 -0.985813630833333
"fBodyAccJerkX" "LAYING" 3 -0.980513202258064
"fBodyAccJerkX" "LAYING" 4 -0.978542457407407
"fBodyAccJerkX" "LAYING" 5 -0.982689657115385
"fBodyAccJerkX" "LAYING" 6 -0.967072436842105
"fBodyAccJerkX" "LAYING" 7 -0.980393046923077
"fBodyAccJerkX" "LAYING" 8 -0.973110596111111
"fBodyAccJerkX" "LAYING" 9 -0.964304065
"fBodyAccJerkX" "LAYING" 10 -0.979014668793104
"fBodyAccJerkX" "LAYING" 11 -0.984884874385965
"fBodyAccJerkX" "LAYING" 12 -0.968742758833333
"fBodyAccJerkX" "LAYING" 13 -0.985199684354839
"fBodyAccJerkX" "LAYING" 14 -0.972010709215686
"fBodyAccJerkX" "LAYING" 15 -0.981329999027778
"fBodyAccJerkX" "LAYING" 16 -0.988580046285714
"fBodyAccJerkX" "LAYING" 17 -0.98147206915493
"fBodyAccJerkX" "LAYING" 18 -0.986404709384615
"fBodyAccJerkX" "LAYING" 19 -0.983478561807229
"fBodyAccJerkX" "LAYING" 20 -0.983889985147059
"fBodyAccJerkX" "LAYING" 21 -0.984188841222222
"fBodyAccJerkX" "LAYING" 22 -0.969570326944444
"fBodyAccJerkX" "LAYING" 23 -0.986204659166667
"fBodyAccJerkX" "LAYING" 24 -0.985998546805556
"fBodyAccJerkX" "LAYING" 25 -0.972859085753425
"fBodyAccJerkX" "LAYING" 26 -0.989224043947368
"fBodyAccJerkX" "LAYING" 27 -0.986679572567568
"fBodyAccJerkX" "LAYING" 28 -0.980013419
"fBodyAccJerkX" "LAYING" 29 -0.992153982028986
"fBodyAccJerkX" "LAYING" 30 -0.976887901571429
"fBodyAccJerkY" "WALKING" 1 -0.0352255241130632
"fBodyAccJerkY" "WALKING" 2 -0.0787640836610169
"fBodyAccJerkY" "WALKING" 3 -0.140508590224138
"fBodyAccJerkY" "WALKING" 4 -0.279553391533333
"fBodyAccJerkY" "WALKING" 5 -0.181055554206071
"fBodyAccJerkY" "WALKING" 6 -0.0753742321614035
"fBodyAccJerkY" "WALKING" 7 -0.123192887383684
"fBodyAccJerkY" "WALKING" 8 0.0796832872416667
"fBodyAccJerkY" "WALKING" 9 -0.367706595
"fBodyAccJerkY" "WALKING" 10 0.0309052018326415
"fBodyAccJerkY" "WALKING" 11 -0.241801726186441
"fBodyAccJerkY" "WALKING" 12 -0.1413740705982
"fBodyAccJerkY" "WALKING" 13 -0.0439195137368421
"fBodyAccJerkY" "WALKING" 14 -0.376766600508475
"fBodyAccJerkY" "WALKING" 15 -0.0669378062222222
"fBodyAccJerkY" "WALKING" 16 -0.454270822156863
"fBodyAccJerkY" "WALKING" 17 -0.194232721737705
"fBodyAccJerkY" "WALKING" 18 -0.361908549464286
"fBodyAccJerkY" "WALKING" 19 0.0107318703980769
"fBodyAccJerkY" "WALKING" 20 0.157933952294118
"fBodyAccJerkY" "WALKING" 21 -0.112564739084615
"fBodyAccJerkY" "WALKING" 22 0.159995613695652
"fBodyAccJerkY" "WALKING" 23 -0.155488720747458
"fBodyAccJerkY" "WALKING" 24 -0.352829307068966
"fBodyAccJerkY" "WALKING" 25 -0.43445519972973
"fBodyAccJerkY" "WALKING" 26 -0.298531982474576
"fBodyAccJerkY" "WALKING" 27 -0.194767362438596
"fBodyAccJerkY" "WALKING" 28 -0.294548344814815
"fBodyAccJerkY" "WALKING" 29 -0.0880213408433962
"fBodyAccJerkY" "WALKING" 30 -0.299525343907692
"fBodyAccJerkY" "WALKING_UPSTAIRS" 1 -0.41344458754717
"fBodyAccJerkY" "WALKING_UPSTAIRS" 2 -0.1878421317125
"fBodyAccJerkY" "WALKING_UPSTAIRS" 3 -0.283772547471017
"fBodyAccJerkY" "WALKING_UPSTAIRS" 4 -0.297805187243462
"fBodyAccJerkY" "WALKING_UPSTAIRS" 5 -0.19681792087234
"fBodyAccJerkY" "WALKING_UPSTAIRS" 6 -0.122991594331373
"fBodyAccJerkY" "WALKING_UPSTAIRS" 7 -0.53707567
"fBodyAccJerkY" "WALKING_UPSTAIRS" 8 -0.0257952590634146
"fBodyAccJerkY" "WALKING_UPSTAIRS" 9 -0.608498592040816
"fBodyAccJerkY" "WALKING_UPSTAIRS" 10 -0.206872839212766
"fBodyAccJerkY" "WALKING_UPSTAIRS" 11 -0.455317917037037
"fBodyAccJerkY" "WALKING_UPSTAIRS" 12 -0.333077590961538
"fBodyAccJerkY" "WALKING_UPSTAIRS" 13 -0.368996179072727
"fBodyAccJerkY" "WALKING_UPSTAIRS" 14 -0.347606639592593
"fBodyAccJerkY" "WALKING_UPSTAIRS" 15 -0.338102216666667
"fBodyAccJerkY" "WALKING_UPSTAIRS" 16 -0.468605205294118
"fBodyAccJerkY" "WALKING_UPSTAIRS" 17 -0.37705192875
"fBodyAccJerkY" "WALKING_UPSTAIRS" 18 -0.579650286034483
"fBodyAccJerkY" "WALKING_UPSTAIRS" 19 -0.073928372175
"fBodyAccJerkY" "WALKING_UPSTAIRS" 20 -0.312161098966667
"fBodyAccJerkY" "WALKING_UPSTAIRS" 21 -0.205067301297872
"fBodyAccJerkY" "WALKING_UPSTAIRS" 22 -0.0751829281833333
"fBodyAccJerkY" "WALKING_UPSTAIRS" 23 -0.326236287627451
"fBodyAccJerkY" "WALKING_UPSTAIRS" 24 -0.527604243559322
"fBodyAccJerkY" "WALKING_UPSTAIRS" 25 -0.640849424923077
"fBodyAccJerkY" "WALKING_UPSTAIRS" 26 -0.419344696
"fBodyAccJerkY" "WALKING_UPSTAIRS" 27 -0.44246561254902
"fBodyAccJerkY" "WALKING_UPSTAIRS" 28 -0.358009373333333
"fBodyAccJerkY" "WALKING_UPSTAIRS" 29 -0.408886605510204
"fBodyAccJerkY" "WALKING_UPSTAIRS" 30 -0.592919440769231
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 1 -0.12866715764898
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 2 0.0962091607617021
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 3 -0.135938542632653
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 4 -0.172941628735556
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 5 -0.0568032957531915
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 6 0.1372024523
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 7 -0.316236510319149
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 8 0.220639687868421
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 9 -0.313643041809524
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 10 -0.119504295573684
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 11 -0.177479240097826
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 12 0.00639406888695652
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 13 -0.207812348246809
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 14 0.164775056133333
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 15 -0.0269769415214286
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 16 -0.289957855489362
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 17 -0.351268404347826
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 18 -0.465982666363636
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 19 0.276716853307692
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 20 0.20582901724
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 21 -0.107306347733333
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 22 -0.00309155313333333
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 23 -0.0724504562777778
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 24 -0.2258243574
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 25 -0.415699643793103
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 26 -0.165552378156
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 27 -0.170975270611364
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 28 -0.0127039720456522
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 29 -0.0977850659541667
"fBodyAccJerkY" "WALKING_DOWNSTAIRS" 30 -0.224992780432258
"fBodyAccJerkY" "SITTING" 1 -0.981579467021277
"fBodyAccJerkY" "SITTING" 2 -0.977139702826087
"fBodyAccJerkY" "SITTING" 3 -0.954170151346154
"fBodyAccJerkY" "SITTING" 4 -0.9442983908
"fBodyAccJerkY" "SITTING" 5 -0.954237489772727
"fBodyAccJerkY" "SITTING" 6 -0.947070821272727
"fBodyAccJerkY" "SITTING" 7 -0.969423612916667
"fBodyAccJerkY" "SITTING" 8 -0.980221104565217
"fBodyAccJerkY" "SITTING" 9 -0.9580073906
"fBodyAccJerkY" "SITTING" 10 -0.980962856111111
"fBodyAccJerkY" "SITTING" 11 -0.967454617735849
"fBodyAccJerkY" "SITTING" 12 -0.964236191372549
"fBodyAccJerkY" "SITTING" 13 -0.983914101836735
"fBodyAccJerkY" "SITTING" 14 -0.968951769814815
"fBodyAccJerkY" "SITTING" 15 -0.978159013220339
"fBodyAccJerkY" "SITTING" 16 -0.981752167391304
"fBodyAccJerkY" "SITTING" 17 -0.9883274196875
"fBodyAccJerkY" "SITTING" 18 -0.983642391578947
"fBodyAccJerkY" "SITTING" 19 -0.979141571643836
"fBodyAccJerkY" "SITTING" 20 -0.971158287575758
"fBodyAccJerkY" "SITTING" 21 -0.979180438588235
"fBodyAccJerkY" "SITTING" 22 -0.963129472580645
"fBodyAccJerkY" "SITTING" 23 -0.978136218235294
"fBodyAccJerkY" "SITTING" 24 -0.979228238382353
"fBodyAccJerkY" "SITTING" 25 -0.982957002923077
"fBodyAccJerkY" "SITTING" 26 -0.985862886410256
"fBodyAccJerkY" "SITTING" 27 -0.985238583714286
"fBodyAccJerkY" "SITTING" 28 -0.963054247083333
"fBodyAccJerkY" "SITTING" 29 -0.983883193
"fBodyAccJerkY" "SITTING" 30 -0.980405717258064
"fBodyAccJerkY" "STANDING" 1 -0.985418704528302
"fBodyAccJerkY" "STANDING" 2 -0.970851337962963
"fBodyAccJerkY" "STANDING" 3 -0.943497973606557
"fBodyAccJerkY" "STANDING" 4 -0.937624242142857
"fBodyAccJerkY" "STANDING" 5 -0.93137020875
"fBodyAccJerkY" "STANDING" 6 -0.951405464912281
"fBodyAccJerkY" "STANDING" 7 -0.967165093018868
"fBodyAccJerkY" "STANDING" 8 -0.976177675
"fBodyAccJerkY" "STANDING" 9 -0.962624298888889
"fBodyAccJerkY" "STANDING" 10 -0.942187760454545
"fBodyAccJerkY" "STANDING" 11 -0.979287024255319
"fBodyAccJerkY" "STANDING" 12 -0.95329178
"fBodyAccJerkY" "STANDING" 13 -0.977752775438597
"fBodyAccJerkY" "STANDING" 14 -0.967249904833333
"fBodyAccJerkY" "STANDING" 15 -0.967884709433962
"fBodyAccJerkY" "STANDING" 16 -0.982425403974359
"fBodyAccJerkY" "STANDING" 17 -0.986278342435897
"fBodyAccJerkY" "STANDING" 18 -0.975243689589041
"fBodyAccJerkY" "STANDING" 19 -0.970011345890411
"fBodyAccJerkY" "STANDING" 20 -0.935717554109589
"fBodyAccJerkY" "STANDING" 21 -0.964503015505618
"fBodyAccJerkY" "STANDING" 22 -0.952141454126984
"fBodyAccJerkY" "STANDING" 23 -0.975176561617647
"fBodyAccJerkY" "STANDING" 24 -0.967720592463768
"fBodyAccJerkY" "STANDING" 25 -0.972554452972973
"fBodyAccJerkY" "STANDING" 26 -0.976267058648649
"fBodyAccJerkY" "STANDING" 27 -0.97586868
"fBodyAccJerkY" "STANDING" 28 -0.93516897835443
"fBodyAccJerkY" "STANDING" 29 -0.983194980615385
"fBodyAccJerkY" "STANDING" 30 -0.957434887457627
"fBodyAccJerkY" "LAYING" 1 -0.9224626098
"fBodyAccJerkY" "LAYING" 2 -0.982768250416667
"fBodyAccJerkY" "LAYING" 3 -0.968752113709677
"fBodyAccJerkY" "LAYING" 4 -0.943969987222222
"fBodyAccJerkY" "LAYING" 5 -0.965328566153846
"fBodyAccJerkY" "LAYING" 6 -0.936043420175439
"fBodyAccJerkY" "LAYING" 7 -0.972531648846154
"fBodyAccJerkY" "LAYING" 8 -0.975877437407407
"fBodyAccJerkY" "LAYING" 9 -0.9640828062
"fBodyAccJerkY" "LAYING" 10 -0.968039173793103
"fBodyAccJerkY" "LAYING" 11 -0.973882496666667
"fBodyAccJerkY" "LAYING" 12 -0.963223332
"fBodyAccJerkY" "LAYING" 13 -0.980375137419355
"fBodyAccJerkY" "LAYING" 14 -0.969342124313725
"fBodyAccJerkY" "LAYING" 15 -0.970833221666667
"fBodyAccJerkY" "LAYING" 16 -0.984752927142857
"fBodyAccJerkY" "LAYING" 17 -0.977212387746479
"fBodyAccJerkY" "LAYING" 18 -0.985865325230769
"fBodyAccJerkY" "LAYING" 19 -0.974878270963855
"fBodyAccJerkY" "LAYING" 20 -0.9772207075
"fBodyAccJerkY" "LAYING" 21 -0.972039417111111
"fBodyAccJerkY" "LAYING" 22 -0.954833264305556
"fBodyAccJerkY" "LAYING" 23 -0.988230264166667
"fBodyAccJerkY" "LAYING" 24 -0.982140613888889
"fBodyAccJerkY" "LAYING" 25 -0.946802003561644
"fBodyAccJerkY" "LAYING" 26 -0.987115080789474
"fBodyAccJerkY" "LAYING" 27 -0.985257277297297
"fBodyAccJerkY" "LAYING" 28 -0.978094827375
"fBodyAccJerkY" "LAYING" 29 -0.989398823913043
"fBodyAccJerkY" "LAYING" 30 -0.971696279857143
"fBodyAccJerkZ" "WALKING" 1 -0.468999224631579
"fBodyAccJerkZ" "WALKING" 2 -0.554956709661017
"fBodyAccJerkZ" "WALKING" 3 -0.514137255344828
"fBodyAccJerkZ" "WALKING" 4 -0.728991595666667
"fBodyAccJerkZ" "WALKING" 5 -0.590496615535714
"fBodyAccJerkZ" "WALKING" 6 -0.541438616140351
"fBodyAccJerkZ" "WALKING" 7 -0.106490372892632
"fBodyAccJerkZ" "WALKING" 8 -0.361563262083333
"fBodyAccJerkZ" "WALKING" 9 -0.399541245192308
"fBodyAccJerkZ" "WALKING" 10 -0.464020508867925
"fBodyAccJerkZ" "WALKING" 11 -0.69259387220339
"fBodyAccJerkZ" "WALKING" 12 -0.4913861728
"fBodyAccJerkZ" "WALKING" 13 -0.342263716894737
"fBodyAccJerkZ" "WALKING" 14 -0.415899179152542
"fBodyAccJerkZ" "WALKING" 15 -0.648905254074074
"fBodyAccJerkZ" "WALKING" 16 -0.422332394117647
"fBodyAccJerkZ" "WALKING" 17 -0.523427055737705
"fBodyAccJerkZ" "WALKING" 18 -0.601147246785714
"fBodyAccJerkZ" "WALKING" 19 -0.129367902596154
"fBodyAccJerkZ" "WALKING" 20 -0.34599447627451
"fBodyAccJerkZ" "WALKING" 21 -0.405700157884615
"fBodyAccJerkZ" "WALKING" 22 -0.281973435652174
"fBodyAccJerkZ" "WALKING" 23 -0.0572021324745763
"fBodyAccJerkZ" "WALKING" 24 -0.469920224310345
"fBodyAccJerkZ" "WALKING" 25 -0.659286392837838
"fBodyAccJerkZ" "WALKING" 26 -0.398673189830508
"fBodyAccJerkZ" "WALKING" 27 -0.382617091578947
"fBodyAccJerkZ" "WALKING" 28 -0.498754491111111
"fBodyAccJerkZ" "WALKING" 29 -0.394877826981132
"fBodyAccJerkZ" "WALKING" 30 -0.467030710153846
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 1 -0.685474353962264
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 2 -0.522728063333333
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 3 -0.677314534067797
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 4 -0.690106934230769
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 5 -0.606717464680851
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 6 -0.549314615882353
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 7 -0.581764526862745
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 8 -0.386655803658537
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 9 -0.615125710612245
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 10 -0.553230667234043
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 11 -0.765387905555556
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 12 -0.687929868653846
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 13 -0.631496434363636
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 14 -0.264008468333333
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 15 -0.714554172708333
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 16 -0.565220840588235
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 17 -0.633017707916667
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 18 -0.736149274137931
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 19 -0.3806571232
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 20 -0.492755895098039
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 21 -0.519815170851064
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 22 -0.414448875714286
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 23 -0.346605238039216
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 24 -0.48339098779661
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 25 -0.793266971230769
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 26 -0.639741264909091
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 27 -0.608544241568627
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 28 -0.587813565294118
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 29 -0.646198587755102
"fBodyAccJerkZ" "WALKING_UPSTAIRS" 30 -0.737803881230769
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 1 -0.288334735714286
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 2 -0.271498721106383
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 3 -0.529059450612245
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 4 -0.583917371333333
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 5 -0.491979946170213
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 6 -0.283086205125
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 7 -0.296494902765957
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 8 0.0586096890447368
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 9 -0.293677789595238
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 10 -0.240679035428947
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 11 -0.530225529130435
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 12 -0.451614324565217
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 13 -0.276138039897872
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 14 -0.0248789805888889
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 15 -0.345376541261905
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 16 -0.241974080021277
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 17 -0.498668458043478
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 18 -0.622135895090909
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 19 0.0595905768717949
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 20 -0.356220245355556
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 21 -0.196838264546667
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 22 -0.419534253611111
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 23 0.157775692377778
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 24 -0.250000183381818
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 25 -0.686843959310345
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 26 -0.3601146078
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 27 -0.343626396295455
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 28 -0.365287434717391
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 29 -0.411173451875
"fBodyAccJerkZ" "WALKING_DOWNSTAIRS" 30 -0.399688694032258
"fBodyAccJerkZ" "SITTING" 1 -0.986053092340425
"fBodyAccJerkZ" "SITTING" 2 -0.985129050217391
"fBodyAccJerkZ" "SITTING" 3 -0.970845669423077
"fBodyAccJerkZ" "SITTING" 4 -0.9751549056
"fBodyAccJerkZ" "SITTING" 5 -0.969501330681818
"fBodyAccJerkZ" "SITTING" 6 -0.954199785636364
"fBodyAccJerkZ" "SITTING" 7 -0.968503504791667
"fBodyAccJerkZ" "SITTING" 8 -0.982995311086956
"fBodyAccJerkZ" "SITTING" 9 -0.9575269752
"fBodyAccJerkZ" "SITTING" 10 -0.986056767777778
"fBodyAccJerkZ" "SITTING" 11 -0.981124861320755
"fBodyAccJerkZ" "SITTING" 12 -0.975551564117647
"fBodyAccJerkZ" "SITTING" 13 -0.985261204693878
"fBodyAccJerkZ" "SITTING" 14 -0.97275196962963
"fBodyAccJerkZ" "SITTING" 15 -0.984908418474576
"fBodyAccJerkZ" "SITTING" 16 -0.981178036811594
"fBodyAccJerkZ" "SITTING" 17 -0.9888280653125
"fBodyAccJerkZ" "SITTING" 18 -0.988689671578947
"fBodyAccJerkZ" "SITTING" 19 -0.98398048
"fBodyAccJerkZ" "SITTING" 20 -0.973211461363636
"fBodyAccJerkZ" "SITTING" 21 -0.983434322941176
"fBodyAccJerkZ" "SITTING" 22 -0.975330718709677
"fBodyAccJerkZ" "SITTING" 23 -0.972656226029412
"fBodyAccJerkZ" "SITTING" 24 -0.981971300147059
"fBodyAccJerkZ" "SITTING" 25 -0.986326396461538
"fBodyAccJerkZ" "SITTING" 26 -0.987989982948718
"fBodyAccJerkZ" "SITTING" 27 -0.987087721142857
"fBodyAccJerkZ" "SITTING" 28 -0.972939551944444
"fBodyAccJerkZ" "SITTING" 29 -0.988470241
"fBodyAccJerkZ" "SITTING" 30 -0.985978315322581
"fBodyAccJerkZ" "STANDING" 1 -0.990752166037736
"fBodyAccJerkZ" "STANDING" 2 -0.979775152037037
"fBodyAccJerkZ" "STANDING" 3 -0.969174903442623
"fBodyAccJerkZ" "STANDING" 4 -0.968648411607143
"fBodyAccJerkZ" "STANDING" 5 -0.958438726607143
"fBodyAccJerkZ" "STANDING" 6 -0.963743518070175
"fBodyAccJerkZ" "STANDING" 7 -0.968229643018868
"fBodyAccJerkZ" "STANDING" 8 -0.979477193333333
"fBodyAccJerkZ" "STANDING" 9 -0.967129200444444
"fBodyAccJerkZ" "STANDING" 10 -0.972241512272727
"fBodyAccJerkZ" "STANDING" 11 -0.988460788085106
"fBodyAccJerkZ" "STANDING" 12 -0.971122527868852
"fBodyAccJerkZ" "STANDING" 13 -0.98460855877193
"fBodyAccJerkZ" "STANDING" 14 -0.966718434333333
"fBodyAccJerkZ" "STANDING" 15 -0.982632302830189
"fBodyAccJerkZ" "STANDING" 16 -0.986091891538462
"fBodyAccJerkZ" "STANDING" 17 -0.989563633076923
"fBodyAccJerkZ" "STANDING" 18 -0.986265653561644
"fBodyAccJerkZ" "STANDING" 19 -0.983463295479452
"fBodyAccJerkZ" "STANDING" 20 -0.952741107945206
"fBodyAccJerkZ" "STANDING" 21 -0.974780645393258
"fBodyAccJerkZ" "STANDING" 22 -0.977567430952381
"fBodyAccJerkZ" "STANDING" 23 -0.969610229705882
"fBodyAccJerkZ" "STANDING" 24 -0.974170468405797
"fBodyAccJerkZ" "STANDING" 25 -0.984832251216216
"fBodyAccJerkZ" "STANDING" 26 -0.984563921216216
"fBodyAccJerkZ" "STANDING" 27 -0.9851113755
"fBodyAccJerkZ" "STANDING" 28 -0.964751238734177
"fBodyAccJerkZ" "STANDING" 29 -0.988541579384615
"fBodyAccJerkZ" "STANDING" 30 -0.962892627966102
"fBodyAccJerkZ" "LAYING" 1 -0.9480609042
"fBodyAccJerkZ" "LAYING" 2 -0.986197134583333
"fBodyAccJerkZ" "LAYING" 3 -0.979122344354839
"fBodyAccJerkZ" "LAYING" 4 -0.975383329444444
"fBodyAccJerkZ" "LAYING" 5 -0.983250309423077
"fBodyAccJerkZ" "LAYING" 6 -0.954425844736842
"fBodyAccJerkZ" "LAYING" 7 -0.969524977692308
"fBodyAccJerkZ" "LAYING" 8 -0.962111136666667
"fBodyAccJerkZ" "LAYING" 9 -0.955909215
"fBodyAccJerkZ" "LAYING" 10 -0.972592212931034
"fBodyAccJerkZ" "LAYING" 11 -0.979564844210526
"fBodyAccJerkZ" "LAYING" 12 -0.967149695166667
"fBodyAccJerkZ" "LAYING" 13 -0.980994601935484
"fBodyAccJerkZ" "LAYING" 14 -0.968593195686275
"fBodyAccJerkZ" "LAYING" 15 -0.97477568375
"fBodyAccJerkZ" "LAYING" 16 -0.985544945285714
"fBodyAccJerkZ" "LAYING" 17 -0.98038005915493
"fBodyAccJerkZ" "LAYING" 18 -0.989116865846154
"fBodyAccJerkZ" "LAYING" 19 -0.986506488795181
"fBodyAccJerkZ" "LAYING" 20 -0.982876212058823
"fBodyAccJerkZ" "LAYING" 21 -0.981630805333333
"fBodyAccJerkZ" "LAYING" 22 -0.970918941666667
"fBodyAccJerkZ" "LAYING" 23 -0.982415511805556
"fBodyAccJerkZ" "LAYING" 24 -0.981549689583333
"fBodyAccJerkZ" "LAYING" 25 -0.962632674520548
"fBodyAccJerkZ" "LAYING" 26 -0.987308252236842
"fBodyAccJerkZ" "LAYING" 27 -0.988033129054054
"fBodyAccJerkZ" "LAYING" 28 -0.970251565375
"fBodyAccJerkZ" "LAYING" 29 -0.992018447826087
"fBodyAccJerkZ" "LAYING" 30 -0.975632420428571
"fBodyAccMag" "WALKING" 1 -0.128623450629474
"fBodyAccMag" "WALKING" 2 -0.324289427932203
"fBodyAccMag" "WALKING" 3 -0.290031535172414
"fBodyAccMag" "WALKING" 4 -0.450804558333333
"fBodyAccMag" "WALKING" 5 -0.304992488892857
"fBodyAccMag" "WALKING" 6 -0.201386607649123
"fBodyAccMag" "WALKING" 7 -0.151243649578947
"fBodyAccMag" "WALKING" 8 -0.09521728274375
"fBodyAccMag" "WALKING" 9 -0.318801022711538
"fBodyAccMag" "WALKING" 10 -0.0930237422792453
"fBodyAccMag" "WALKING" 11 -0.458514062542373
"fBodyAccMag" "WALKING" 12 -0.153116002784
"fBodyAccMag" "WALKING" 13 -0.23460086645614
"fBodyAccMag" "WALKING" 14 -0.373516771016949
"fBodyAccMag" "WALKING" 15 -0.275156242062037
"fBodyAccMag" "WALKING" 16 -0.410463241960784
"fBodyAccMag" "WALKING" 17 -0.429380043442623
"fBodyAccMag" "WALKING" 18 -0.424386734107143
"fBodyAccMag" "WALKING" 19 0.0322272296217308
"fBodyAccMag" "WALKING" 20 -0.00353341793921569
"fBodyAccMag" "WALKING" 21 -0.251266388923077
"fBodyAccMag" "WALKING" 22 -0.0241584964891304
"fBodyAccMag" "WALKING" 23 -0.0942606311677966
"fBodyAccMag" "WALKING" 24 -0.434618912068966
